Restaurant Name,Country Code,City,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Cafe Le Rue @ The Landings,216,Columbus,Columbus,"American, Seafood, Cajun",25,other_currency,No,No,No,No,2,4.6,Dark Green,Excellent,489,United States
Mark's City Grille,216,Columbus,Columbus,American,25,other_currency,No,No,No,No,2,4.5,Dark Green,Excellent,345,United States
B Merrell's,216,Columbus,Columbus,"Burger, Bar Food, Southern",25,other_currency,No,No,No,No,2,3.8,Yellow,Good,149,United States
Cannon Brewpub,216,Columbus,Columbus,"Pizza, Bar Food",25,other_currency,No,No,No,No,2,3.9,Yellow,Good,330,United States
Fuji Japanese Steak House,216,Columbus,Columbus,"Japanese, Steak",40,other_currency,No,No,No,No,3,3.9,Yellow,Good,247,United States
Ruth Ann's Family Restaurant,216,Columbus,Columbus,"Breakfast, Diner, Southern",10,other_currency,No,No,No,No,1,3.7,Yellow,Good,123,United States
Samurai Japanese Cuisine & Sushi Bar,216,Columbus,Columbus,"Japanese, Steak, Sushi",40,other_currency,No,No,No,No,3,3.6,Yellow,Good,109,United States
Wasabi Sushi and Thai,216,Columbus,Columbus,"Japanese, Sushi, Thai",40,other_currency,No,No,No,No,3,3.7,Yellow,Good,134,United States
Buckhead Bar and Grill,216,Columbus,Columbus,"Seafood, Steak, Vegetarian",40,other_currency,No,No,No,No,3,4.2,Green,Very Good,722,United States
Burt's Butcher Shoppe and Eatery,216,Columbus,Columbus,Steak,25,other_currency,No,No,No,No,2,4.3,Green,Very Good,213,United States
Chef Lee's Peking Restaurant,216,Columbus,Columbus,Chinese,25,other_currency,No,No,No,No,2,4.0,Green,Very Good,335,United States
Country's Barbecue,216,Columbus,Columbus,"BBQ, Southern",25,other_currency,No,No,No,No,2,4.0,Green,Very Good,353,United States
Deorio's,216,Columbus,Columbus,"Italian, Pizza",0,other_currency,No,No,No,No,1,4.0,Green,Very Good,170,United States
Mellow Mushroom,216,Columbus,Columbus,Pizza,25,other_currency,No,No,No,No,2,4.1,Green,Very Good,192,United States
Meritage,216,Columbus,Columbus,"American, Tapas",40,other_currency,No,No,No,No,3,4.1,Green,Very Good,302,United States
Mongo The Mongolian Fire Pit,216,Columbus,Columbus,"Asian, Chinese",10,other_currency,No,No,No,No,1,4.2,Green,Very Good,355,United States
The Black Cow,216,Columbus,Columbus,American,25,other_currency,No,No,No,No,2,4.3,Green,Very Good,287,United States
Wood Stone,216,Columbus,Columbus,"Italian, Mediterranean, Pizza",40,other_currency,No,No,No,No,3,4.0,Green,Very Good,264,United States
Hunter's Pub,216,Columbus,Hamilton,"American, Seafood, Steak",40,other_currency,No,No,No,No,3,4.4,Green,Very Good,235,United States
Consort Restaurant,37,Consort,Consort,"Chinese, Canadian",25,other_currency,No,No,No,No,2,3.0,Orange,Average,6,Canada
Thatcher's Barbeque and Grill,216,Dalton,Calhoun,"American, BBQ, Southern",25,other_currency,No,No,No,No,2,3.7,Yellow,Good,38,United States
Christian and Jake's Bistro,216,Dalton,Calhoun,"Desserts, Sandwich",10,other_currency,No,No,No,No,1,4.4,Green,Very Good,122,United States
Dub's High on the Hog,216,Dalton,Calhoun,BBQ,25,other_currency,No,No,No,No,2,4.4,Green,Very Good,207,United States
Sierra's Mexican Restaurant,216,Dalton,Chatsworth,"Mexican, Tex-Mex",10,other_currency,No,No,No,No,1,3.9,Yellow,Good,66,United States
Oakwood Cafe,216,Dalton,Dalton,"BBQ, Breakfast, Southern",10,other_currency,No,No,No,No,1,4.9,Dark Green,Excellent,249,United States
Chili's Grill & Bar,216,Dalton,Dalton,American,25,other_currency,No,No,No,No,2,3.8,Yellow,Good,63,United States
Fuji Japanese Steakhouse,216,Dalton,Dalton,"Japanese, Sushi",40,other_currency,No,No,No,No,3,3.8,Yellow,Good,145,United States
Las Palmas,216,Dalton,Dalton,Mexican,10,other_currency,No,No,No,No,1,3.8,Yellow,Good,83,United States
Tony's Italian Restaurant & Pizza,216,Dalton,Dalton,Italian,25,other_currency,No,No,No,No,2,3.7,Yellow,Good,116,United States
Filling Station,216,Dalton,Dalton,"American, Burger",10,other_currency,No,No,No,No,1,4.1,Green,Very Good,122,United States
Five Guys Burgers and Fries,216,Dalton,Dalton,Fast Food,10,other_currency,No,No,No,No,1,4.1,Green,Very Good,142,United States
Los Pablos,216,Dalton,Dalton,Mexican,10,other_currency,No,No,No,No,1,4.1,Green,Very Good,114,United States
Kobe Hibachi & Sushi,216,Dalton,Fort Oglethorpe,"American, Japanese, Sushi",25,other_currency,No,No,No,No,2,4.6,Dark Green,Excellent,214,United States
Soho Hibachi,216,Dalton,Fort Oglethorpe,Japanese,10,other_currency,No,No,No,No,1,4.3,Green,Very Good,116,United States
Thai Garden,216,Dalton,Fort Oglethorpe,Thai,25,other_currency,No,No,No,No,2,4.2,Green,Very Good,111,United States
Southern Bliss Bakery,216,Dalton,LaFayette,"Desserts, Sandwich",10,other_currency,No,No,No,No,1,3.7,Yellow,Good,25,United States
Bailey's Bar-B-Que,216,Dalton,Ringgold,BBQ,10,other_currency,No,No,No,No,1,4.1,Green,Very Good,128,United States
Farm To Fork,216,Dalton,Ringgold,"American, Diner, Southern",10,other_currency,No,No,No,No,1,4.3,Green,Very Good,244,United States
Home Plate Grill,216,Dalton,Ringgold,"American, BBQ, Southern",10,other_currency,No,No,No,No,1,4.2,Green,Very Good,112,United States
Pie Slingers Pizzeria,216,Dalton,Rock Spring,"Italian, Pizza",10,other_currency,No,No,No,No,1,4.1,Green,Very Good,144,United States
Olive Tree Cafe,216,Davenport,Bettendorf,"Indian, Mediterranean, Middle Eastern",25,other_currency,No,No,No,No,2,4.6,Dark Green,Excellent,166,United States
"Red Ginger Sushi, Grill & Bar",216,Davenport,Bettendorf,"Sushi, Teriyaki",40,other_currency,No,No,No,No,3,4.5,Dark Green,Excellent,208,United States
Crust Stone Oven Pizza,216,Davenport,Bettendorf,"Burger, Pizza",25,other_currency,No,No,No,No,2,3.9,Yellow,Good,136,United States
Jimmy's Pancake House,216,Davenport,Bettendorf,"American, Breakfast, Greek",10,other_currency,No,No,No,No,1,4.0,Green,Very Good,85,United States
Trattoria Tiramisu,216,Davenport,Bettendorf,Italian,25,other_currency,No,No,No,No,2,4.1,Green,Very Good,117,United States
Prairie Grille at SteepleGate Inn,216,Davenport,Davenport,"American, Breakfast",25,other_currency,No,No,No,No,2,3.4,Orange,Average,53,United States
Tantra Asian Bistro,216,Davenport,Davenport,Asian,25,other_currency,No,No,No,No,2,4.9,Dark Green,Excellent,474,United States
Chick-fil-A,216,Davenport,Davenport,Fast Food,10,other_currency,No,No,No,No,1,3.9,Yellow,Good,125,United States
Duck City Bistro,216,Davenport,Davenport,"American, French",70,other_currency,No,No,No,No,4,3.7,Yellow,Good,201,United States
Frick's Tap,216,Davenport,Davenport,"American, Bar Food, BBQ",25,other_currency,No,No,No,No,2,0.0,White,Not rated,2,United States
Los Agaves,216,Davenport,Davenport,Mexican,25,other_currency,No,No,No,No,2,0.0,White,Not rated,3,United States
Azteca,216,Davenport,Davenport,Mexican,0,other_currency,No,No,No,No,1,4.3,Green,Very Good,167,United States
China Cafe,216,Davenport,Davenport,Chinese,25,other_currency,No,No,No,No,2,4.0,Green,Very Good,112,United States
Exotic Thai Restaurant,216,Davenport,Davenport,Thai,25,other_currency,No,No,No,No,2,4.1,Green,Very Good,256,United States
Front Street Brewery,216,Davenport,Davenport,American,10,other_currency,No,No,No,No,1,4.3,Green,Very Good,123,United States
Granite City Food & Brewery,216,Davenport,Davenport,American,25,other_currency,No,No,No,No,2,4.0,Green,Very Good,199,United States
Los Agaves,216,Davenport,Davenport,Mexican,25,other_currency,No,No,No,No,2,4.1,Green,Very Good,157,United States
Machine Shed Restaurant,216,Davenport,Davenport,American,25,other_currency,No,No,No,No,2,4.1,Green,Very Good,100,United States
Osaka,216,Davenport,Davenport,"Japanese, Sushi",40,other_currency,No,No,No,No,3,4.2,Green,Very Good,141,United States
Texas Roadhouse,216,Davenport,Davenport,"American, BBQ, Steak",25,other_currency,No,No,No,No,2,4.2,Green,Very Good,197,United States
Hickory Park,216,Des Moines,Ames,"BBQ, Burger, Desserts",25,other_currency,No,No,No,No,2,4.5,Dark Green,Excellent,1025,United States
The Cafe,216,Des Moines,Ames,"American, Coffee and Tea",25,other_currency,No,No,No,No,2,4.9,Dark Green,Excellent,570,United States
Flying Mango,216,Des Moines,Beaverdale,"BBQ, Caribbean, Cajun",40,other_currency,No,No,No,No,3,4.5,Dark Green,Excellent,674,United States
Cool Basil,216,Des Moines,Clive,"Asian, Sushi, Thai",25,other_currency,No,No,No,No,2,4.1,Green,Very Good,496,United States
HuHot Mongolian Grill,216,Des Moines,Clive,"Asian, Chinese",25,other_currency,No,No,No,No,2,4.0,Green,Very Good,411,United States
Malo,216,Des Moines,Downtown,"Latin American, Mexican",25,other_currency,No,No,No,No,2,3.2,Orange,Average,113,United States
Centro,216,Des Moines,Downtown,"Italian, Pizza",40,other_currency,No,No,No,No,3,4.5,Dark Green,Excellent,1109,United States
Fong's Pizza,216,Des Moines,Downtown,"Chinese, Pizza",25,other_currency,No,No,No,No,2,4.6,Dark Green,Excellent,728,United States
A Dong Restaurant,216,Des Moines,Downtown,"Asian, Vegetarian, Vietnamese, Bubble Tea",10,other_currency,No,No,No,No,1,4.4,Green,Very Good,659,United States
Court Avenue Brewing Company,216,Des Moines,Downtown,"American, Pizza, Bar Food",40,other_currency,No,No,No,No,3,4.2,Green,Very Good,370,United States
Django,216,Des Moines,Downtown,French,40,other_currency,No,No,No,No,3,4.3,Green,Very Good,532,United States
Miyabi 9,216,Des Moines,East Village,"Japanese, Sushi",25,other_currency,No,No,No,No,2,4.8,Dark Green,Excellent,860,United States
Zombie Burger + Drink Lab,216,Des Moines,East Village,"Burger, Desserts, Vegetarian",10,other_currency,No,No,No,No,1,4.2,Green,Very Good,943,United States
Tursi's Latin King,216,Des Moines,Fairground,"American, Italian",70,other_currency,No,No,No,No,4,4.1,Green,Very Good,476,United States
Tsing Tsao South,216,Des Moines,Greater South Side,Chinese,10,other_currency,No,No,No,No,1,4.1,Green,Very Good,218,United States
Bandit Burrito,216,Des Moines,Johnston,"Breakfast, Mexican, Southwestern",10,other_currency,No,No,No,No,1,4.0,Green,Very Good,214,United States
Jethro's BBQ,216,Des Moines,Kingman Place Historic District,"American, BBQ",25,other_currency,No,No,No,No,2,4.3,Green,Very Good,699,United States
The Machine Shed Restaurant,216,Des Moines,Urbandale,"American, Breakfast",25,other_currency,No,No,No,No,2,3.8,Yellow,Good,308,United States
Mi Patria,216,Des Moines,West Des Moines,Latin American,25,other_currency,No,No,No,No,2,4.0,Green,Very Good,157,United States
Waterfront Seafood Market,216,Des Moines,West Des Moines,"Seafood, Sushi",40,other_currency,No,No,No,No,3,4.2,Green,Very Good,530,United States
The Giggling Goat,14,Dicky Beach,Dicky Beach,"Coffee and Tea, Tea, Modern Australian",7,other_currency,No,No,No,No,1,3.6,Yellow,Good,29,Australia
Burnt Toast Cafe,216,Dubuque,Dubuque,Breakfast,10,other_currency,No,No,No,No,1,3.4,Orange,Average,33,United States
Catfish Charlie's,216,Dubuque,Dubuque,Seafood,25,other_currency,No,No,No,No,2,3.3,Orange,Average,40,United States
Salsa's Mexican Restaurant,216,Dubuque,Dubuque,Mexican,10,other_currency,No,No,No,No,1,3.4,Orange,Average,153,United States
Tony Roma's,216,Dubuque,Dubuque,"American, BBQ, Seafood",25,other_currency,No,No,No,No,2,3.3,Orange,Average,65,United States
Vinny Vanucchi's,216,Dubuque,Dubuque,Italian,25,other_currency,No,No,No,No,2,3.4,Orange,Average,58,United States
Champps Americana,216,Dubuque,Dubuque,"American, Burger, Sandwich",25,other_currency,No,No,No,No,2,3.5,Yellow,Good,100,United States
Fiesta Cancun,216,Dubuque,Dubuque,Mexican,10,other_currency,No,No,No,No,1,3.6,Yellow,Good,156,United States
Happy Joe's Pizza & Ice Cream,216,Dubuque,Dubuque,"Desserts, Pizza, Ice Cream",0,other_currency,No,No,No,No,1,3.5,Yellow,Good,74,United States
Houlihan's,216,Dubuque,Dubuque,"American, Burger",25,other_currency,No,No,No,No,2,3.6,Yellow,Good,117,United States
Ichiban Hibachi Steakhouse & Sushi Bar,216,Dubuque,Dubuque,"Japanese, Steak, Sushi",40,other_currency,No,No,No,No,3,3.7,Yellow,Good,83,United States
Kalmes Breaktime Bar & Grill,216,Dubuque,Dubuque,"American, Burger",25,other_currency,No,No,No,No,2,3.6,Yellow,Good,48,United States
L. May Eatery,216,Dubuque,Dubuque,"International, Pizza",40,other_currency,No,No,No,No,3,3.8,Yellow,Good,198,United States
Los Aztecas,216,Dubuque,Dubuque,Mexican,10,other_currency,No,No,No,No,1,3.5,Yellow,Good,126,United States
Manna Java World Cafe,216,Dubuque,Dubuque,"Breakfast, Pizza",10,other_currency,No,No,No,No,1,3.5,Yellow,Good,119,United States
Mario's Italian Restaurant,216,Dubuque,Dubuque,"American, Italian",25,other_currency,No,No,No,No,2,3.6,Yellow,Good,140,United States
Pepper Sprout Incorporated,216,Dubuque,Dubuque,American,40,other_currency,No,No,No,No,3,3.6,Yellow,Good,159,United States
Shot Tower Inn,216,Dubuque,Dubuque,"Italian, Pizza",25,other_currency,No,No,No,No,2,3.6,Yellow,Good,131,United States
Sunshine Family Restaurant,216,Dubuque,Dubuque,"American, Breakfast, Burger",10,other_currency,No,No,No,No,1,3.5,Yellow,Good,60,United States
Watershed Cafe,216,Dubuque,Dubuque,"American, Burger, Pizza, Cafe",25,other_currency,No,No,No,No,2,3.7,Yellow,Good,89,United States
Woodfire Grille,216,Dubuque,Dubuque,"American, Seafood, Steak",70,other_currency,No,No,No,No,4,3.6,Yellow,Good,72,United States
The Belle General,14,East Ballina,East Ballina,Cafe,20,other_currency,No,No,No,No,2,4.1,Green,Very Good,56,Australia
Jehova es Mi Pastor Tacos y Burritos,216,Fernley,Fernley,Mexican,10,other_currency,No,No,No,No,1,3.7,Yellow,Good,83,United States
Flaxton Gardens,14,Flaxton,Flaxton,"Tea, Modern Australian",30,other_currency,No,No,No,No,3,3.5,Yellow,Good,37,Australia
Bespoke Harvest,14,Forrest,Forrest,"Cafe, Australian",20,other_currency,No,No,No,No,2,3.7,Yellow,Good,29,Australia
Houndstooth Grill & Tavern,216,Gainesville,Braselton,"American, Sandwich, Seafood",25,other_currency,No,No,No,No,2,4.4,Green,Very Good,239,United States
Hawg Wild BBQ & Catfish House,216,Gainesville,Clarkesville,"BBQ, Burger, Seafood",10,other_currency,No,No,No,No,1,4.1,Green,Very Good,235,United States
Bourbon Street Grille,216,Gainesville,Dahlonega,"American, Burger, Cajun",25,other_currency,No,No,No,No,2,3.8,Yellow,Good,88,United States
Corkscrew Cafe,216,Gainesville,Dahlonega,Not Specified,40,other_currency,No,No,No,No,3,3.9,Yellow,Good,209,United States
Smokin Gold BBQ,216,Gainesville,Dahlonega,BBQ,10,other_currency,No,No,No,No,1,3.9,Yellow,Good,133,United States
Hoka-Hoka Japanese Steak & Sushi,216,Gainesville,Dahlonega,"Chinese, Japanese, Thai",10,other_currency,No,No,No,No,1,4.4,Green,Very Good,267,United States
Shenanigan's Irish Pub,216,Gainesville,Dahlonega,"Bar Food, Seafood, Vegetarian",25,other_currency,No,No,No,No,2,4.1,Green,Very Good,171,United States
Fish Tales Lakeside Grille,216,Gainesville,Flowery Branch,Seafood,25,other_currency,No,No,No,No,2,3.8,Yellow,Good,107,United States
Antebellum,216,Gainesville,Flowery Branch,"American, Southern",40,other_currency,No,No,No,No,3,4.3,Green,Very Good,164,United States
Moonie's Texas Barbecue,216,Gainesville,Flowery Branch,"BBQ, Sandwich",10,other_currency,No,No,No,No,1,4.1,Green,Very Good,182,United States
Atlanta Highway Seafood Market,216,Gainesville,Gainesville,"Sandwich, Seafood, Cajun",25,other_currency,No,No,No,No,2,4.9,Dark Green,Excellent,681,United States
Eat at Thai,216,Gainesville,Gainesville,Thai,10,other_currency,No,No,No,No,1,4.6,Dark Green,Excellent,357,United States
Smoke House BBQ and Catering,216,Gainesville,Gainesville,BBQ,25,other_currency,No,No,No,No,2,3.8,Yellow,Good,89,United States
2 Dog,216,Gainesville,Gainesville,"American, European, Sandwich",25,other_currency,No,No,No,No,2,4.2,Green,Very Good,350,United States
Longstreet Cafe,216,Gainesville,Gainesville,Southern,10,other_currency,No,No,No,No,1,4.3,Green,Very Good,298,United States
Re-Cess,216,Gainesville,Gainesville,"American, Southern",25,other_currency,No,No,No,No,2,4.2,Green,Very Good,319,United States
Bodensee,216,Gainesville,Helen,German,40,other_currency,No,No,No,No,3,3.8,Yellow,Good,114,United States
Hofer's Bakery & Cafe,216,Gainesville,Helen,"German, Ice Cream",10,other_currency,No,No,No,No,1,3.9,Yellow,Good,136,United States
Troll Tavern,216,Gainesville,Helen,"Burger, German, Sandwich",25,other_currency,No,No,No,No,2,2.2,Red,Poor,108,United States
The Nacoochee Village Tavern & Pizzeria,216,Gainesville,Helen,"Italian, Pizza, Sandwich",10,other_currency,No,No,No,No,1,4.0,Green,Very Good,161,United States
Blue Bean Love Cafe,14,Hepburn Springs,Hepburn Springs,"Cafe, Coffee and Tea, Modern Australian",20,other_currency,No,No,No,No,2,3.8,Yellow,Good,192,Australia
La Trattoria of Lavandula,14,Hepburn Springs,Hepburn Springs,"Italian, Fusion, Cafe",7,other_currency,No,No,No,No,1,3.8,Yellow,Good,93,Australia
5 Little Pigs,14,Huskisson,Huskisson,"Breakfast, Modern Australian",20,other_currency,No,No,No,No,2,4.1,Green,Very Good,40,Australia
Beach Box Cafe,14,Inverloch,Inverloch,"Burger, Coffee and Tea, Modern Australian",7,other_currency,No,No,No,No,1,3.7,Yellow,Good,100,Australia
Funkey Monkey,14,Lakes Entrance,Lakes Entrance,"Breakfast, Coffee and Tea",7,other_currency,No,No,No,No,1,3.8,Yellow,Good,97,Australia
Burger Queen Drive In,216,Lakeview,Lakeview,"Burger, Desserts, Sandwich",10,other_currency,No,No,No,No,1,3.6,Yellow,Good,41,United States
Blue Orchid Thai Restaurant,216,Lincoln,Haymarket,Thai,25,other_currency,No,No,No,No,2,4.5,Dark Green,Excellent,799,United States
Stillwater on Belmore,14,Lorn,Lorn,"Breakfast, Coffee and Tea",20,other_currency,No,No,No,No,2,3.6,Yellow,Good,18,Australia
Mr.,14,Macedon,Macedon,Cafe,20,other_currency,No,No,No,No,2,3.5,Yellow,Good,31,Australia
Emilio's Cuban Cafe,216,Macon,Bonaire,"Coffee and Tea, Cuban, Latin American",25,other_currency,No,No,No,No,2,3.9,Yellow,Good,146,United States
Ingleside Village Pizza,216,Macon,Macon,"Pizza, Sandwich",10,other_currency,No,No,No,No,1,4.9,Dark Green,Excellent,478,United States
Jim Shaw's Seafood Grill & Bar,216,Macon,Macon,Seafood,25,other_currency,No,No,No,No,2,4.6,Dark Green,Excellent,467,United States
Mandarin Chinese Restaurant,216,Macon,Macon,"Chinese, Thai",25,other_currency,No,No,No,No,2,4.5,Dark Green,Excellent,302,United States
Rookery,216,Macon,Macon,"Burger, Desserts, Bar Food",25,other_currency,No,No,No,No,2,4.5,Dark Green,Excellent,289,United States
Dovetail,216,Macon,Macon,Not Specified,40,other_currency,No,No,No,No,3,3.8,Yellow,Good,102,United States
Bonefish Grill,216,Macon,Macon,"American, Seafood",40,other_currency,No,No,No,No,3,4.1,Green,Very Good,293,United States
Downtown Grill,216,Macon,Macon,Steak,70,other_currency,No,No,No,No,4,4.0,Green,Very Good,195,United States
Greek Corner Deli,216,Macon,Macon,"Desserts, Greek, Sandwich",10,other_currency,No,No,No,No,1,4.3,Green,Very Good,244,United States
Natalia's,216,Macon,Macon,"European, Italian, Mediterranean",70,other_currency,No,No,No,No,4,4.2,Green,Very Good,379,United States
Papouli's Mediterranean Cafe & Market,216,Macon,Macon,"Greek, Mediterranean, Vegetarian",10,other_currency,No,No,No,No,1,4.2,Green,Very Good,223,United States
Benson's Steak and Sushi,216,Macon,Warner Robins,"American, Chinese, Sushi",25,other_currency,No,No,No,No,2,3.7,Yellow,Good,243,United States
My Fathers Place,216,Macon,Warner Robins,Italian,25,other_currency,No,No,No,No,2,3.7,Yellow,Good,104,United States
Sushi Thai Restaurant,216,Macon,Warner Robins,"Japanese, Sushi, Thai",10,other_currency,No,No,No,No,1,3.7,Yellow,Good,153,United States
The Mellow Mushroom,216,Macon,Warner Robins,"Pizza, Sandwich, Vegetarian",25,other_currency,No,No,No,No,2,3.8,Yellow,Good,323,United States
El Jalisciense Mexican Restaurant,216,Macon,Warner Robins,Mexican,10,other_currency,No,No,No,No,1,4.1,Green,Very Good,181,United States
Greek Village,216,Macon,Warner Robins,"American, Greek, Seafood",25,other_currency,No,No,No,No,2,4.0,Green,Very Good,316,United States
